epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
150,3158.73,0.79389,0.76882,1.19003,0.92361,0.9375,0.92486,0.63546,0.88521,0.85176,1.36183,0.0010166,0.0010166,0.0010166
151,3179.83,0.78171,0.76689,1.17149,1,0.93014,0.93913,0.65365,0.89819,0.82034,1.31164,0.00101,0.00101,0.00101
152,3200.96,0.82103,0.77574,1.18597,0.87091,0.875,0.90389,0.66831,0.80461,0.70472,1.32151,0.0010034,0.0010034,0.0010034
153,3222.05,0.78761,0.73641,1.16092,0.83325,0.937,0.91983,0.63685,0.87128,0.88799,1.29571,0.0009968,0.0009968,0.0009968
154,3243.11,0.78175,0.7474,1.19074,0.70048,0.9375,0.8723,0.65457,0.74436,0.86622,1.1998,0.0009902,0.0009902,0.0009902
155,3264.06,0.77568,0.72623,1.16706,0.83163,0.8125,0.89338,0.66507,0.74062,0.86478,1.23331,0.0009836,0.0009836,0.0009836
156,3284.95,0.76205,0.71966,1.16032,0.89366,0.875,0.90285,0.66181,0.76152,0.80485,1.2969,0.000977,0.000977,0.000977
157,3305.94,0.79285,0.76492,1.17704,0.87349,0.86368,0.91425,0.7294,0.81163,0.80741,1.24284,0.0009704,0.0009704,0.0009704
158,3327.02,0.76006,0.73862,1.15361,0.93641,0.92121,0.9233,0.6551,0.93944,0.65257,1.38286,0.0009638,0.0009638,0.0009638
159,3348.15,0.79148,0.74832,1.1864,0.93323,0.8736,0.93347,0.71054,0.85947,0.68745,1.30523,0.0009572,0.0009572,0.0009572
160,3369.24,0.75885,0.73736,1.15707,0.92046,0.875,0.88994,0.59697,0.89845,0.99266,1.36599,0.0009506,0.0009506,0.0009506
161,3390.33,0.73468,0.69394,1.13189,0.96066,0.875,0.94009,0.65959,0.86598,0.68459,1.40549,0.000944,0.000944,0.000944
162,3411.37,0.73595,0.70732,1.15677,0.9291,0.9375,0.92934,0.66508,0.86126,0.69672,1.2912,0.0009374,0.0009374,0.0009374
163,3432.42,0.76322,0.7283,1.14179,0.82883,0.90876,0.91441,0.64529,0.92331,0.75883,1.53041,0.0009308,0.0009308,0.0009308
164,3453.52,0.76966,0.72918,1.17112,0.93675,0.92619,0.95168,0.67508,0.99614,0.65109,1.57336,0.0009242,0.0009242,0.0009242
165,3474.69,0.7737,0.73188,1.15828,1,0.74476,0.89912,0.67796,0.90355,0.76085,1.42783,0.0009176,0.0009176,0.0009176
166,3495.74,0.74866,0.72795,1.1376,0.78461,0.91152,0.90078,0.69444,0.76092,0.79971,1.22343,0.000911,0.000911,0.000911
167,3516.78,0.79346,0.72971,1.17081,0.92833,0.875,0.9105,0.74884,0.75341,0.70049,1.23848,0.0009044,0.0009044,0.0009044
168,3537.89,0.74534,0.70665,1.16141,0.91317,0.8125,0.91172,0.66604,0.81348,0.72021,1.3381,0.0008978,0.0008978,0.0008978
169,3559,0.72451,0.71145,1.14048,0.76341,0.80701,0.87656,0.65749,0.83085,0.87701,1.2984,0.0008912,0.0008912,0.0008912
170,3580.08,0.74357,0.71092,1.13706,0.91723,0.9375,0.93997,0.74123,0.72749,0.71728,1.17653,0.0008846,0.0008846,0.0008846
171,3601.14,0.74415,0.71047,1.14789,0.92717,0.9375,0.93761,0.71081,0.74336,0.75561,1.16918,0.000878,0.000878,0.000878
172,3622.26,0.72815,0.69494,1.14182,0.92756,0.9375,0.93403,0.74077,0.6518,0.70018,1.12345,0.0008714,0.0008714,0.0008714
173,3643.4,0.73512,0.6873,1.1449,0.90302,0.875,0.93309,0.6426,0.97273,0.72377,1.48531,0.0008648,0.0008648,0.0008648
174,3664.46,0.71447,0.66371,1.13664,0.87934,0.9375,0.93614,0.67364,0.85387,0.7699,1.29621,0.0008582,0.0008582,0.0008582
175,3685.43,0.72034,0.69928,1.13389,0.92985,0.82925,0.93719,0.66841,0.91659,0.75607,1.41274,0.0008516,0.0008516,0.0008516
176,3706.43,0.72658,0.67344,1.1278,0.8807,0.92345,0.89615,0.64878,0.90038,0.79787,1.39586,0.000845,0.000845,0.000845
177,3727.49,0.7182,0.68586,1.14128,0.8805,0.92177,0.92519,0.69111,0.81401,0.72395,1.27668,0.0008384,0.0008384,0.0008384
178,3748.56,0.71664,0.68746,1.12618,1,0.87408,0.94394,0.73693,0.81932,0.65739,1.32674,0.0008318,0.0008318,0.0008318
179,3769.67,0.7333,0.69048,1.13527,0.93634,0.92009,0.94761,0.65976,0.93069,0.63755,1.41584,0.0008252,0.0008252,0.0008252
180,3790.8,0.73514,0.69146,1.13097,0.83196,0.92876,0.90893,0.63678,0.9545,0.75429,1.3898,0.0008186,0.0008186,0.0008186
181,3811.96,0.70434,0.65935,1.13073,0.91229,0.875,0.92366,0.72414,0.66257,0.71789,1.14784,0.000812,0.000812,0.000812
182,3833.01,0.73684,0.68042,1.14656,0.93342,0.9375,0.9448,0.74783,0.6973,0.63981,1.21884,0.0008054,0.0008054,0.0008054
183,3854.04,0.73281,0.70571,1.14989,0.99826,0.875,0.93504,0.70254,0.84051,0.66515,1.2965,0.0007988,0.0007988,0.0007988
184,3875.17,0.72347,0.66683,1.12849,0.82953,0.9375,0.92551,0.6428,0.93675,0.67403,1.53355,0.0007922,0.0007922,0.0007922
185,3896.2,0.72733,0.67927,1.13101,0.86888,0.875,0.88444,0.60857,0.95419,1.0115,1.38913,0.0007856,0.0007856,0.0007856
186,3917.13,0.71689,0.65858,1.11943,0.93496,0.9375,0.94036,0.69998,0.87849,0.76013,1.33349,0.000779,0.000779,0.000779
187,3938.07,0.72384,0.66184,1.13506,0.93721,0.9332,0.92138,0.72524,0.81466,0.62751,1.27589,0.0007724,0.0007724,0.0007724
188,3959.01,0.73015,0.67118,1.14936,0.87285,0.9375,0.94232,0.6748,0.89331,0.68907,1.37946,0.0007658,0.0007658,0.0007658
189,3980.07,0.69677,0.64099,1.11391,1,0.86407,0.93303,0.70858,0.81941,0.74089,1.34249,0.0007592,0.0007592,0.0007592
190,4001.2,0.67947,0.61921,1.11971,0.92456,0.875,0.91618,0.6403,0.90669,0.68424,1.36674,0.0007526,0.0007526,0.0007526
191,4022.28,0.72133,0.65218,1.12139,0.90974,0.8125,0.90472,0.64823,0.90368,0.70475,1.46755,0.000746,0.000746,0.000746
192,4043.23,0.68414,0.63222,1.11881,0.87313,0.8125,0.88221,0.65433,0.79235,0.84153,1.23729,0.0007394,0.0007394,0.0007394
193,4064.19,0.71681,0.68031,1.1139,0.91658,0.875,0.93203,0.68066,0.919,0.67075,1.34132,0.0007328,0.0007328,0.0007328
194,4085.13,0.7045,0.64127,1.11483,0.87549,0.9375,0.92081,0.64573,1.01536,0.71153,1.52229,0.0007262,0.0007262,0.0007262
195,4106.11,0.70078,0.62276,1.11677,0.92352,0.875,0.92758,0.65356,0.93154,0.64302,1.50915,0.0007196,0.0007196,0.0007196
196,4127.26,0.70076,0.6312,1.13225,0.86884,0.9375,0.93827,0.66421,1.00332,0.58629,1.6252,0.000713,0.000713,0.000713
197,4148.35,0.69418,0.63379,1.11421,0.88104,0.92631,0.92898,0.65474,0.95278,0.67332,1.52589,0.0007064,0.0007064,0.0007064
198,4169.36,0.67995,0.63208,1.10996,0.93659,0.92378,0.9361,0.72136,0.77501,0.6405,1.32349,0.0006998,0.0006998,0.0006998
199,4190.4,0.6513,0.61028,1.08887,0.98506,0.8125,0.92672,0.68743,0.88649,0.69388,1.43539,0.0006932,0.0006932,0.0006932
200,4211.43,0.67095,0.61331,1.11845,0.91945,0.875,0.92571,0.68288,0.82166,0.79164,1.29803,0.0006866,0.0006866,0.0006866
201,4232.58,0.67409,0.62485,1.11118,0.90268,0.9375,0.94183,0.7574,0.78688,0.65964,1.2215,0.00068,0.00068,0.00068
202,4253.92,0.6667,0.62403,1.10474,0.93298,0.87039,0.93284,0.71167,0.78555,0.69175,1.20804,0.0006734,0.0006734,0.0006734
203,4274.98,0.67138,0.6148,1.09272,0.99193,0.9375,0.98071,0.71431,0.77628,0.58774,1.23226,0.0006668,0.0006668,0.0006668
204,4296.05,0.66309,0.61437,1.09727,0.99214,0.875,0.94015,0.72476,0.80267,0.67961,1.29525,0.0006602,0.0006602,0.0006602
205,4317.08,0.67069,0.60481,1.10219,0.96314,0.8125,0.91634,0.71713,0.76481,0.75464,1.24835,0.0006536,0.0006536,0.0006536
206,4338.2,0.65903,0.6189,1.09874,0.92808,0.80695,0.91262,0.67999,0.86501,0.79944,1.40219,0.000647,0.000647,0.000647
207,4359.31,0.71618,0.65242,1.13895,0.9816,0.9375,0.93962,0.64066,1.00088,0.66873,1.607,0.0006404,0.0006404,0.0006404
208,4380.45,0.68723,0.62135,1.12017,0.95329,0.9375,0.9402,0.67587,1.00356,0.60942,1.53811,0.0006338,0.0006338,0.0006338
209,4401.4,0.63772,0.58104,1.10337,0.92869,0.875,0.92719,0.64694,0.93091,0.64678,1.43535,0.0006272,0.0006272,0.0006272
210,4422.28,0.63112,0.57459,1.07625,0.90166,0.875,0.9151,0.65345,0.83528,0.75662,1.40783,0.0006206,0.0006206,0.0006206
211,4443.17,0.65416,0.58231,1.08733,0.91276,0.8125,0.89754,0.62623,0.85843,0.84997,1.37509,0.000614,0.000614,0.000614
212,4464.17,0.68659,0.6355,1.12081,0.89192,0.875,0.93676,0.71709,0.83156,0.64892,1.3396,0.0006074,0.0006074,0.0006074
213,4485.27,0.665,0.61999,1.09881,1,0.86729,0.93837,0.74302,0.84414,0.63496,1.34836,0.0006008,0.0006008,0.0006008
214,4506.44,0.64978,0.59141,1.09881,0.82305,0.87229,0.89112,0.67049,0.84657,0.74757,1.34189,0.0005942,0.0005942,0.0005942
215,4527.67,0.67118,0.59403,1.12114,0.81625,0.83374,0.89775,0.68783,0.87593,0.73716,1.32931,0.0005876,0.0005876,0.0005876
216,4548.74,0.67348,0.60169,1.10931,0.87802,0.9375,0.91213,0.66632,0.89768,0.70119,1.36364,0.000581,0.000581,0.000581
217,4569.81,0.67298,0.61291,1.12098,1,0.86795,0.93937,0.70076,0.80735,0.66805,1.2728,0.0005744,0.0005744,0.0005744
218,4590.96,0.65075,0.58731,1.08936,0.92677,0.875,0.91176,0.63465,0.98907,0.69576,1.54552,0.0005678,0.0005678,0.0005678
219,4612.04,0.63946,0.5811,1.07907,0.9368,0.92706,0.95125,0.72828,0.88955,0.54272,1.4383,0.0005612,0.0005612,0.0005612
220,4633.03,0.64842,0.59207,1.09409,0.86655,0.875,0.93279,0.74122,0.80632,0.55243,1.36653,0.0005546,0.0005546,0.0005546
221,4654.07,0.64663,0.59319,1.09875,0.92166,0.875,0.93687,0.72493,0.83723,0.59783,1.36796,0.000548,0.000548,0.000548
222,4675.14,0.64498,0.57937,1.08613,0.93766,0.8125,0.92765,0.68317,0.94758,0.65665,1.477,0.0005414,0.0005414,0.0005414
223,4696.26,0.64802,0.58335,1.09215,0.89956,0.9375,0.9595,0.68831,0.94793,0.63571,1.51132,0.0005348,0.0005348,0.0005348
224,4717.42,0.63874,0.56848,1.0646,0.98498,0.8125,0.9282,0.69116,0.85723,0.62489,1.37427,0.0005282,0.0005282,0.0005282
225,4738.5,0.62644,0.5645,1.07821,0.93259,0.86531,0.92807,0.68093,0.93856,0.68362,1.35167,0.0005216,0.0005216,0.0005216
226,4759.61,0.63835,0.57356,1.09174,0.82639,0.9375,0.91435,0.68168,0.80928,0.70563,1.33444,0.000515,0.000515,0.000515
227,4780.79,0.6473,0.58419,1.09176,0.93681,0.92718,0.93858,0.69423,0.83597,0.69292,1.34207,0.0005084,0.0005084,0.0005084
228,4801.96,0.63004,0.57146,1.08314,0.93263,0.86573,0.93152,0.67785,0.78039,0.69409,1.28176,0.0005018,0.0005018,0.0005018
229,4823.04,0.6233,0.57236,1.07574,0.92965,0.82668,0.9466,0.70948,0.84069,0.56751,1.35981,0.0004952,0.0004952,0.0004952
230,4844.06,0.60181,0.54723,1.0681,0.93574,0.91109,0.95222,0.71901,0.79188,0.63924,1.36905,0.0004886,0.0004886,0.0004886
231,4865.1,0.63264,0.56947,1.09363,0.93077,0.84132,0.93133,0.74719,0.76172,0.65617,1.32225,0.000482,0.000482,0.000482
232,4886.1,0.63927,0.57508,1.09376,0.878,0.8125,0.92487,0.68635,0.75255,0.82329,1.25034,0.0004754,0.0004754,0.0004754
233,4907.15,0.60401,0.55541,1.07476,0.98815,0.8125,0.91942,0.69106,0.75599,0.73756,1.24412,0.0004688,0.0004688,0.0004688
234,4928.33,0.60907,0.54522,1.06489,0.95389,0.8125,0.92954,0.70592,0.88913,0.6782,1.37943,0.0004622,0.0004622,0.0004622
235,4949.46,0.61055,0.55951,1.07414,0.91507,0.875,0.92183,0.69505,0.79937,0.7004,1.25411,0.0004556,0.0004556,0.0004556
236,4970.61,0.6099,0.55941,1.06313,1,0.80321,0.91348,0.68435,0.82114,0.66126,1.35165,0.000449,0.000449,0.000449
237,4991.71,0.61902,0.55504,1.07184,0.91261,0.875,0.93337,0.71938,0.82028,0.59476,1.33902,0.0004424,0.0004424,0.0004424
238,5012.68,0.62539,0.57012,1.07289,1,0.84559,0.94419,0.71675,0.85404,0.55312,1.38994,0.0004358,0.0004358,0.0004358
239,5033.62,0.60847,0.55792,1.07783,0.96786,0.875,0.94,0.71856,0.79495,0.60917,1.27806,0.0004292,0.0004292,0.0004292
240,5054.74,0.59368,0.55376,1.07069,0.98921,0.875,0.95027,0.74588,0.7236,0.63376,1.25056,0.0004226,0.0004226,0.0004226
241,5075.91,0.58279,0.53474,1.05901,0.9204,0.875,0.93054,0.72699,0.84604,0.66585,1.34574,0.000416,0.000416,0.000416
242,5096.97,0.61646,0.55704,1.0712,0.92845,0.875,0.92905,0.69404,0.80983,0.69167,1.30882,0.0004094,0.0004094,0.0004094
243,5118.1,0.64043,0.58815,1.09261,0.90899,0.875,0.91909,0.67434,0.87144,0.70572,1.42202,0.0004028,0.0004028,0.0004028
244,5139.25,0.60573,0.55784,1.06001,0.92552,0.875,0.92076,0.69253,0.82961,0.70257,1.33637,0.0003962,0.0003962,0.0003962
245,5160.37,0.55928,0.51965,1.0431,0.92176,0.875,0.93378,0.71954,0.80533,0.65266,1.30083,0.0003896,0.0003896,0.0003896
246,5181.4,0.61302,0.54357,1.07676,0.92832,0.875,0.94187,0.70299,0.81707,0.63004,1.31172,0.000383,0.000383,0.000383
247,5202.47,0.59967,0.53826,1.0592,0.88051,0.92182,0.9331,0.70357,0.77644,0.6375,1.28874,0.0003764,0.0003764,0.0003764
248,5223.55,0.59668,0.52962,1.05703,0.87395,0.86712,0.92015,0.72416,0.73416,0.63858,1.2282,0.0003698,0.0003698,0.0003698
249,5244.71,0.59069,0.53173,1.06557,0.97664,0.875,0.94841,0.75667,0.74404,0.51895,1.23913,0.0003632,0.0003632,0.0003632
250,5265.89,0.57471,0.5129,1.04959,0.94571,0.875,0.94478,0.72858,0.78277,0.58072,1.29728,0.0003566,0.0003566,0.0003566
251,5287,0.58635,0.53381,1.0542,0.91804,0.875,0.92944,0.70771,0.83301,0.62232,1.32926,0.00035,0.00035,0.00035
252,5308.15,0.56507,0.51178,1.04793,0.92394,0.875,0.93104,0.70373,0.81707,0.68096,1.29163,0.0003434,0.0003434,0.0003434
253,5329.26,0.58132,0.52054,1.05113,0.88131,0.92865,0.93612,0.70147,0.82644,0.56408,1.38272,0.0003368,0.0003368,0.0003368
254,5350.39,0.57131,0.50794,1.05485,0.82907,0.9375,0.93214,0.70046,0.86949,0.63031,1.43393,0.0003302,0.0003302,0.0003302
255,5371.53,0.58554,0.53151,1.05442,0.86708,0.875,0.92239,0.67676,0.91083,0.68108,1.45873,0.0003236,0.0003236,0.0003236
256,5392.58,0.58103,0.51419,1.066,0.92581,0.875,0.93096,0.67414,0.93992,0.67798,1.5209,0.000317,0.000317,0.000317
257,5413.7,0.5697,0.51626,1.04833,0.93194,0.85668,0.93671,0.7055,0.86451,0.66131,1.40814,0.0003104,0.0003104,0.0003104
258,5434.9,0.57581,0.50962,1.04175,0.97549,0.8125,0.94091,0.67814,0.849,0.6489,1.38029,0.0003038,0.0003038,0.0003038
259,5455.99,0.56397,0.50607,1.06259,1,0.80932,0.94026,0.70914,0.79595,0.62484,1.33455,0.0002972,0.0002972,0.0002972
260,5477.05,0.55769,0.49277,1.03765,0.96667,0.8125,0.94324,0.70344,0.86334,0.66932,1.352,0.0002906,0.0002906,0.0002906
261,5498.15,0.54296,0.49558,1.03726,0.93041,0.875,0.94924,0.70802,0.88241,0.63732,1.42862,0.000284,0.000284,0.000284
262,5519.26,0.56882,0.51139,1.0397,0.99417,0.875,0.94962,0.68586,0.929,0.65291,1.48738,0.0002774,0.0002774,0.0002774
263,5540.46,0.55137,0.49811,1.04701,0.98488,0.875,0.94083,0.69009,0.91131,0.59973,1.43275,0.0002708,0.0002708,0.0002708
264,5561.56,0.53611,0.49319,1.03815,0.88178,0.93261,0.93327,0.7241,0.80885,0.62125,1.34695,0.0002642,0.0002642,0.0002642
265,5582.66,0.56128,0.50713,1.04676,0.93933,0.8125,0.94143,0.70941,0.83538,0.63499,1.32276,0.0002576,0.0002576,0.0002576
266,5603.8,0.56424,0.49825,1.04617,0.86397,0.875,0.91588,0.70052,0.82488,0.69169,1.28873,0.000251,0.000251,0.000251
267,5624.93,0.57075,0.51267,1.04698,0.97462,0.875,0.92869,0.67077,0.86635,0.72813,1.27724,0.0002444,0.0002444,0.0002444
268,5646.07,0.56946,0.49412,1.04443,0.93696,0.92943,0.93951,0.65826,0.8793,0.71563,1.3165,0.0002378,0.0002378,0.0002378
269,5667.15,0.56107,0.5123,1.06511,0.86964,0.875,0.91975,0.69402,0.87358,0.70195,1.30008,0.0002312,0.0002312,0.0002312
270,5688.32,0.54948,0.49712,1.02912,0.92807,0.80682,0.89943,0.6925,0.85319,0.67156,1.28582,0.0002246,0.0002246,0.0002246
271,5709.49,0.56526,0.49737,1.0358,0.87573,0.75,0.90212,0.70134,0.84629,0.66444,1.29825,0.000218,0.000218,0.000218
272,5730.66,0.54686,0.48917,1.04643,0.91101,0.8125,0.91836,0.69564,0.81124,0.67612,1.31514,0.0002114,0.0002114,0.0002114
273,5751.75,0.58782,0.51166,1.05682,1,0.86824,0.949,0.72941,0.83391,0.57983,1.43636,0.0002048,0.0002048,0.0002048
274,5772.86,0.54941,0.49344,1.0347,1,0.86739,0.94196,0.68796,0.83663,0.66131,1.3333,0.0001982,0.0001982,0.0001982
275,5794.05,0.54804,0.47567,1.05133,0.98466,0.875,0.93265,0.66441,0.9444,0.62998,1.49027,0.0001916,0.0001916,0.0001916
276,5815.26,0.54691,0.51101,1.04422,0.93722,0.93323,0.94058,0.66816,1.00466,0.63002,1.58308,0.000185,0.000185,0.000185
277,5836.42,0.55283,0.49373,1.04285,0.95009,0.875,0.94794,0.69521,0.90608,0.64093,1.49414,0.0001784,0.0001784,0.0001784
278,5857.57,0.52317,0.47375,1.02469,0.86762,0.875,0.90634,0.65831,0.91085,0.74906,1.43234,0.0001718,0.0001718,0.0001718
279,5878.73,0.53813,0.48418,1.03477,0.93323,0.87364,0.92721,0.66054,0.91213,0.7148,1.45009,0.0001652,0.0001652,0.0001652
280,5899.85,0.52897,0.48275,1.03421,0.9801,0.8125,0.94059,0.66953,0.91767,0.69843,1.44332,0.0001586,0.0001586,0.0001586
281,5921.04,0.53897,0.49379,1.03866,1,0.83212,0.94087,0.678,0.93277,0.69224,1.42981,0.000152,0.000152,0.000152
282,5942.22,0.53508,0.48974,1.03404,0.97508,0.875,0.94459,0.66539,0.94997,0.64358,1.50375,0.0001454,0.0001454,0.0001454
283,5963.35,0.51702,0.48843,1.02808,0.95086,0.8125,0.92806,0.66997,0.91461,0.67346,1.43276,0.0001388,0.0001388,0.0001388
284,5984.47,0.53827,0.47113,1.03731,0.95125,0.875,0.93188,0.68226,0.91202,0.64305,1.47328,0.0001322,0.0001322,0.0001322
285,6005.62,0.52016,0.47138,1.02881,0.93293,0.875,0.9317,0.69892,0.85945,0.64584,1.43522,0.0001256,0.0001256,0.0001256
286,6026.79,0.53018,0.47264,1.03322,0.98203,0.875,0.93802,0.71089,0.82215,0.67907,1.33375,0.000119,0.000119,0.000119
287,6048.01,0.50684,0.46748,1.01792,0.96702,0.875,0.93287,0.69856,0.88438,0.65629,1.43018,0.0001124,0.0001124,0.0001124
288,6069.21,0.56015,0.50197,1.0468,0.9792,0.875,0.93287,0.70813,0.84609,0.6474,1.40857,0.0001058,0.0001058,0.0001058
289,6090.35,0.53186,0.48641,1.04083,1,0.86962,0.93245,0.70897,0.82609,0.63274,1.41256,9.92e-05,9.92e-05,9.92e-05
290,6111.4,0.48989,0.45477,1.01154,0.92527,0.875,0.93245,0.71437,0.8163,0.60959,1.40818,9.26e-05,9.26e-05,9.26e-05
291,6133.07,0.45278,0.43426,0.97702,0.97399,0.875,0.95194,0.72748,0.80444,0.59206,1.4145,8.6e-05,8.6e-05,8.6e-05
292,6154.25,0.44212,0.38813,0.99512,1,0.79935,0.92545,0.70263,0.84756,0.63634,1.43296,7.94e-05,7.94e-05,7.94e-05
293,6175.18,0.44628,0.39029,0.98809,0.86927,0.83206,0.91493,0.66811,0.91087,0.67652,1.4707,7.28e-05,7.28e-05,7.28e-05
294,6196.12,0.40855,0.35162,0.95656,0.84667,0.875,0.91344,0.65545,0.94113,0.70211,1.48632,6.62e-05,6.62e-05,6.62e-05
295,6217.07,0.41391,0.34295,0.96041,0.84075,0.875,0.90952,0.65235,0.93514,0.68386,1.46593,5.96e-05,5.96e-05,5.96e-05
296,6238.02,0.39373,0.33555,0.96071,0.86401,0.875,0.92281,0.6758,0.95107,0.66999,1.47523,5.3e-05,5.3e-05,5.3e-05
297,6258.97,0.40202,0.33428,0.96024,0.86216,0.875,0.92579,0.68872,0.92824,0.66476,1.46745,4.64e-05,4.64e-05,4.64e-05
298,6279.9,0.40368,0.33767,0.97514,0.85459,0.875,0.92748,0.68555,0.89706,0.64613,1.43562,3.98e-05,3.98e-05,3.98e-05
299,6300.83,0.38486,0.3282,0.95548,0.85464,0.875,0.92119,0.67769,0.90196,0.65414,1.44826,3.32e-05,3.32e-05,3.32e-05
300,6321.69,0.39107,0.33268,0.95075,0.85146,0.875,0.91132,0.66885,0.92154,0.654,1.47234,2.66e-05,2.66e-05,2.66e-05
